0.000000000000000000e+00	6.788600900000000000e+07	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	2.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	2.984465858147162365e+00
1.011363636363636465e+00	6.788600818075367808e+07	0.000000000000000000e+00	7.404391746132715779e-01	0.000000000000000000e+00	1.805915999400061533e+00	0.000000000000000000e+00	2.728911517717350632e-01	0.000000000000000000e+00	2.232496012205356806e+01	2.537775460412112771e-01	2.984465855549066404e+00
2.022727272727272929e+00	6.788600741183875501e+07	0.000000000000000000e+00	1.300674281046863001e+00	0.000000000000000000e+00	1.758470063239223391e+00	0.000000000000000000e+00	5.290169036677153658e-01	0.000000000000000000e+00	4.029318807381324063e+01	4.580303094271637177e-01	2.984465848613623962e+00
3.034090909090909172e+00	6.788600664028127491e+07	0.000000000000000000e+00	1.761375252303778227e+00	0.000000000000000000e+00	1.812320575660681277e+00	0.000000000000000000e+00	7.860228927339608651e-01	0.000000000000000000e+00	5.593000024873981602e+01	6.357809294984180237e-01	2.984465838054251918e+00
4.045454545454545858e+00	6.788600582851073146e+07	0.000000000000000000e+00	2.174606204815794808e+00	0.000000000000000000e+00	1.940459193737637866e+00	0.000000000000000000e+00	1.056423870645631036e+00	0.000000000000000000e+00	7.057036550596528457e+01	8.022045844828527006e-01	2.984465824223824892e+00
5.056818181818182545e+00	6.788600494796799123e+07	0.000000000000000000e+00	2.574814856127136231e+00	0.000000000000000000e+00	2.127484261862865100e+00	0.000000000000000000e+00	1.349732884658653376e+00	0.000000000000000000e+00	8.512539242204988454e+01	9.676582608752568593e-01	2.984465807234049084e+00
6.068181818181818343e+00	6.788600397504526377e+07	0.000000000000000000e+00	2.985706942252259299e+00	0.000000000000000000e+00	2.365434074452731128e+00	0.000000000000000000e+00	1.673813698070822698e+00	0.000000000000000000e+00	1.002495505047544668e+02	1.139581627555848575e+00	2.984465787028346639e+00
7.079545454545455030e+00	6.788600288846187294e+07	0.000000000000000000e+00	3.424572251650979560e+00	0.000000000000000000e+00	2.651210939707662639e+00	0.000000000000000000e+00	2.035754921658859740e+00	0.000000000000000000e+00	1.164464387319561638e+02	1.323699353114113464e+00	2.984465763425472762e+00
8.090909090909091717e+00	6.788600166752460599e+07	0.000000000000000000e+00	3.905024067610928018e+00	0.000000000000000000e+00	2.985001845791445341e+00	0.000000000000000000e+00	2.442449459919044497e+00	0.000000000000000000e+00	1.341363253280258050e+02	1.524788861718618493e+00	2.984465736144540582e+00
9.102272727272728403e+00	6.788600029092724621e+07	0.000000000000000000e+00	4.438753109976625311e+00	0.000000000000000000e+00	3.369325188187790587e+00	0.000000000000000000e+00	2.900994426084940514e+00	0.000000000000000000e+00	1.536999826241335541e+02	1.747178626090726494e+00	2.984465704818097365e+00
1.011363636363636509e+01	6.788599873587130010e+07	0.000000000000000000e+00	5.036671941728889657e+00	0.000000000000000000e+00	3.808472717045695344e+00	0.000000000000000000e+00	3.418984012003647432e+00	0.000000000000000000e+00	1.755079113759463496e+02	1.995080377270977090e+00	2.984465668997360766e+00
1.112500000000000178e+01	6.788599697737024724e+07	0.000000000000000000e+00	5.709685337601279720e+00	0.000000000000000000e+00	4.308203152319068252e+00	0.000000000000000000e+00	4.004741237179606728e+00	0.000000000000000000e+00	1.999406618593725682e+02	2.272820108943586437e+00	2.984465628152123351e+00
1.213636363636363669e+01	6.788599498764897883e+07	0.000000000000000000e+00	6.469234511188021841e+00	0.000000000000000000e+00	4.875598489445927441e+00	0.000000000000000000e+00	4.667518005720918239e+00	0.000000000000000000e+00	2.274038476634646315e+02	2.585008752997891790e+00	2.984465581666869038e+00
