2020-02-01 00:00:00	2020-02-01 00:00:00	0	53557250.0
2020-05-01 00:00:00	2020-05-01 00:00:00	15878	1320218984.0
2020-07-30 00:00:00	2020-07-30 00:00:00	427072	33851566566.0
2020-10-28 00:00:00	2020-10-28 00:00:00	6153	201272409.0
2021-01-26 00:00:00	2021-01-26 00:00:00	12	153354186.0
2021-04-26 00:00:00	2021-04-26 00:00:00	1	153268353.0
2021-07-25 00:00:00	2021-07-25 00:00:00	1	153268353.0
2021-10-23 00:00:00	2021-10-23 00:00:00	1	153268353.0
2022-01-21 00:00:00	2022-01-21 00:00:00	1	153268353.0
2022-04-19 00:00:00	2022-04-19 00:00:00	1	146456426.2
